title,region,region_name,region_parent_name,price,is_boost,property_size,bedrooms,bathrooms,furnishing
Furnished 7bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),2000000000.0,enterprise,1700.0,7.0,5.0,Furnished
6bdrm Duplex in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),3000000000.0,enterprise,600.0,6.0,7.0,Semi-Furnished
"5bdrm Duplex in Dawaki By News, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),300000000.0,enterprise,3000.0,5.0,6.0,Semi-Furnished
5bdrm Duplex in Gwarinpa Main Abuja for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),500000000.0,enterprise,500.0,5.0,6.0,Semi-Furnished
Furnished 5bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1000000000.0,enterprise,1200.0,5.0,5.0,Furnished
"2bdrm Block of Flats in Twice Sister Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,85000000.0,enterprise,460.0,2.0,2.0,Semi-Furnished
"5bdrm Duplex in Rukpokwu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,465.0,5.0,5.0,Unfurnished
"Furnished 4bdrm Duplex in Ada George Port, Shell Location for sale","Port-Harcourt, Shell Location",Shell Location,Port-Harcourt,380000000.0,enterprise,1395.0,4.0,4.0,Furnished
"Furnished 4bdrm Duplex in Shell Co Operative, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,280000000.0,enterprise,560.0,4.0,5.0,Furnished
"2bdrm Bungalow in Sars Rd Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,70000000.0,enterprise,320.0,2.0,2.0,Semi-Furnished
"Furnished 4bdrm Bungalow in Ait Off Nta Rd Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,460.0,4.0,4.0,Furnished
"Furnished 4bdrm Bungalow in Baba Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,988.0,4.0,5.0,Furnished
"4bdrm Duplex in Mopol 19 Gra, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,450000000.0,enterprise,689.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in Rumuodara, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,680.0,4.0,4.0,Semi-Furnished
Furnished 4bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,,4.0,5.0,Furnished
"4bdrm Duplex in Mini Orlu Off  Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,640.0,4.0,4.0,Semi-Furnished
"Furnished 4bdrm Duplex in Rumuodomaya, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,460.0,4.0,4.0,Furnished
"Furnished 4bdrm Duplex in Eneka Rd Rukpokwu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,470.0,4.0,4.0,Furnished
"4bdrm Duplex in Harmony Estate In Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,400000000.0,enterprise,520.0,4.0,4.0,Semi-Furnished
Furnished 4bdrm Duplex in Woji Port Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,160000000.0,enterprise,465.0,4.0,5.0,Furnished
"4bdrm Duplex in Sars Rd Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,469.0,4.0,4.0,Semi-Furnished
"2bdrm Apartment in Fha By Premiere, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),75000000.0,enterprise,1200.0,2.0,3.0,Unfurnished
"Furnished 6bdrm Bungalow in Sally Best, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),400000000.0,enterprise,450.0,6.0,7.0,Furnished
"2bdrm Apartment in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),90000000.0,enterprise,200.0,2.0,3.0,Unfurnished
5bdrm Duplex in Wuye District for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),1000000000.0,enterprise,,5.0,5.0,Unfurnished
7bdrm Mansion in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,2600000000.0,enterprise,2200.0,7.0,5.0,Semi-Furnished
"Furnished 4bdrm Duplex in Gwarimpa Abuja, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),380000000.0,enterprise,500.0,4.0,5.0,Furnished
"3bdrm Bungalow in Ogbogoro Unity, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,45000000.0,enterprise,465.0,3.0,3.0,Semi-Furnished
"Furnished 5bdrm Duplex in Alajih Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,1395.0,5.0,5.0,Furnished
4bdrm Duplex in Eliparawo Off Egbelu for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,460.0,4.0,5.0,Semi-Furnished
"2bdrm Block of Flats in Prime Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,60000000.0,enterprise,490.0,2.0,1.0,Semi-Furnished
"3bdrm Block of Flats in Akar Rd Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,698.0,3.0,2.0,Semi-Furnished
"4bdrm Duplex in Mshel, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),160000000.0,enterprise,550.0,4.0,5.0,Unfurnished
"5bdrm Duplex in Sun Rise Estate...., Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),255000000.0,enterprise,550.0,5.0,6.0,Unfurnished
"3bdrm Apartment in Kabusa Gardens, Dakwo District for sale","Abuja (FCT), Dakwo District",Dakwo District,Abuja (FCT),160000000.0,enterprise,250.0,3.0,4.0,Unfurnished
"3bdrm Apartment in Adeniyi Jones, Ikeja for sale","Lagos State, Ikeja",Ikeja,Lagos State,300000000.0,premium,2200.0,3.0,3.0,Semi-Furnished
"3bdrm Bungalow in Efab Queens Estate, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),200000000.0,enterprise,530.0,3.0,4.0,Semi-Furnished
"7bdrm Duplex in Efab Metropolis, Karsana for sale","Gwagwa, Karsana",Karsana,Gwagwa,550000000.0,enterprise,1000.0,7.0,8.0,Semi-Furnished
"4bdrm Duplex in Mab Global Estate, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),500000000.0,enterprise,750.0,4.0,5.0,Unfurnished
4bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),320000000.0,enterprise,2000.0,4.0,5.0,Semi-Furnished
"5bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),500000000.0,enterprise,800.0,5.0,5.0,Unfurnished
8bdrm Mansion in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),7000000000.0,enterprise,2000.0,8.0,9.0,Semi-Furnished
Furnished 8bdrm Duplex in Asokoro Main Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),4500000000.0,enterprise,1500.0,8.0,9.0,Furnished
"2bdrm Bungalow in Aparalink Off Nta Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,75000000.0,enterprise,320.0,2.0,2.0,Semi-Furnished
"4bdrm Duplex in Shell Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,200000000.0,enterprise,430.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in Woji Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,469.0,4.0,4.0,Semi-Furnished
Furnished Mini Flat in Alakahia University for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,75000000.0,enterprise,460.0,1.0,1.0,Furnished
"Furnished 5bdrm Duplex in Saniabacha Gra, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,689.0,5.0,5.0,Furnished
"4bdrm Duplex in Corner Stone Off Nta, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,480.0,4.0,4.0,Unfurnished
"3bdrm Bungalow in Rukpokwu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,460.0,3.0,3.0,Semi-Furnished
"4bdrm Duplex in Stadium Rd Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,989.0,4.0,4.0,Semi-Furnished
"Furnished 5bdrm Duplex in Tamber Estate Sars, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,460.0,5.0,5.0,Furnished
"3bdrm Apartment in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),100000000.0,enterprise,200.0,3.0,4.0,Unfurnished
12bdrm Block of Flats in Garki for sale,"Jigawa State, Garki",Garki,Jigawa State,900000000.0,enterprise,1200.0,12.0,13.0,Unfurnished
4bdrm Townhouse/Terrace in Ikeja Gra for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,600000000.0,premium,2500.0,4.0,5.0,Semi-Furnished
"5bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),270000000.0,enterprise,,5.0,5.0,Unfurnished
Furnished 4bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,500000000.0,enterprise,600.0,4.0,5.0,Furnished
4bdrm Duplex in Jabi Waterfront for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),650000000.0,enterprise,3000.0,4.0,5.0,Semi-Furnished
4bdrm Duplex in Gwarinpa By 2Nd for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),200000000.0,enterprise,1500.0,4.0,5.0,Semi-Furnished
5bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),580000000.0,enterprise,500.0,5.0,5.0,Semi-Furnished
Furnished 4bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),350000000.0,enterprise,1800.0,4.0,5.0,Furnished
"4bdrm Duplex in Golden Town Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,350.0,4.0,4.0,Semi-Furnished
"Furnished 3bdrm Block of Flats in New Road Estate, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,470.0,3.0,3.0,Furnished
"2bdrm Apartment in Ameachi Rd Gra Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,60000000.0,enterprise,440.0,2.0,2.0,Semi-Furnished
"Furnished 5bdrm Duplex in Cedar Wood Off Sars, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,500000000.0,enterprise,986.0,5.0,5.0,Furnished
"Furnished 4bdrm Duplex in Victory Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,650.0,4.0,5.0,Furnished
3bdrm Bungalow in Efab Queens Estate for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),190000000.0,enterprise,530.0,3.0,4.0,Semi-Furnished
5bdrm Duplex in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),3500000000.0,enterprise,1200.0,5.0,6.0,Semi-Furnished
6bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1000000000.0,enterprise,600.0,6.0,7.0,Semi-Furnished
"3bdrm Bungalow in Thomas Estate, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,75000000.0,enterprise,300.0,3.0,3.0,Semi-Furnished
"4bdrm Duplex in New Road Extension, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,350.0,4.0,4.0,Semi-Furnished
"2bdrm Block of Flats in Rumukwurushi New, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,110000000.0,enterprise,465.0,2.0,2.0,Semi-Furnished
"Furnished 4bdrm Bungalow in Omachi Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,420.0,4.0,4.0,Furnished
"Furnished 4bdrm Duplex in Abua Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,280000000.0,enterprise,350.0,4.0,5.0,Furnished
"Furnished 5bdrm Duplex in New Rd Exention Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,170000000.0,enterprise,560.0,5.0,5.0,Furnished
"4bdrm Duplex in Sars Rd Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,170000000.0,enterprise,420.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in Ada George, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,300.0,4.0,4.0,Semi-Furnished
"3bdrm Block of Flats in Jesus Avenue Off Nta, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,60000000.0,enterprise,460.0,3.0,3.0,Semi-Furnished
"Furnished 4bdrm Bungalow in Igwuruta Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,468.0,4.0,4.0,Furnished
3bdrm Block of Flats in Igwurutali Airport for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,75000000.0,enterprise,460.0,3.0,3.0,Semi-Furnished
"4bdrm Bungalow in Ebony Rd Orazi, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,910.0,4.0,4.0,Semi-Furnished
"5bdrm Duplex in Oro-Ekpo Off Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,469.0,5.0,5.0,Semi-Furnished
"Furnished 5bdrm Duplex in Gra, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,490.0,5.0,5.0,Furnished
Furnished 5bdrm Duplex in Port-Harcourt for Sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,,5.0,5.0,Furnished
"4bdrm Duplex in Penthouse Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),230000000.0,enterprise,550.0,4.0,5.0,Unfurnished
Furnished 4bdrm Duplex in Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,450000000.0,enterprise,450.0,4.0,5.0,Furnished
"4bdrm Duplex in In An Estate, Road, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),135000000.0,enterprise,450.0,4.0,5.0,Unfurnished
4bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),650000000.0,enterprise,600.0,4.0,5.0,Semi-Furnished
4bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),400000000.0,enterprise,2000.0,4.0,5.0,Semi-Furnished
5bdrm Duplex in Asokoro Main Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),1500000000.0,enterprise,600.0,5.0,6.0,Semi-Furnished
4bdrm Duplex in Jabi Abuja for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),350000000.0,enterprise,2000.0,4.0,5.0,Semi-Furnished
8bdrm Mansion in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),3000000000.0,enterprise,3000.0,8.0,5.0,Semi-Furnished
5bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,659.0,5.0,5.0,Semi-Furnished
"Furnished 4bdrm Duplex in Peter Odili, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,270000000.0,enterprise,465.0,4.0,4.0,Furnished
"Furnished 4bdrm Duplex in Happy, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,420.0,4.0,5.0,Furnished
"Furnished 4bdrm Duplex in Peace Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,200000000.0,enterprise,560.0,4.0,4.0,Furnished
"Furnished 4bdrm Bungalow in New Rd Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,80000000.0,enterprise,940.0,4.0,5.0,Furnished
"4bdrm Duplex in Back Of Gtbank, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,65000000.0,enterprise,450.0,4.0,5.0,Unfurnished
3bdrm Apartment in Kado for sale,"Abuja (FCT), Kado",Kado,Abuja (FCT),180000000.0,enterprise,250.0,3.0,4.0,Unfurnished
5bdrm Duplex in Apo Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,550000000.0,enterprise,800.0,5.0,5.0,Semi-Furnished
4bdrm Duplex in Dawaki By News for sale,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,300000000.0,enterprise,,4.0,5.0,Unfurnished
6bdrm Duplex in Guzape Diplomatic for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1200000000.0,enterprise,800.0,6.0,7.0,Semi-Furnished
"Furnished 6bdrm Duplex in Gwarimpa Estate, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),800000000.0,enterprise,1600.0,6.0,5.0,Furnished
6bdrm Duplex in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),1500000000.0,enterprise,700.0,6.0,7.0,Semi-Furnished
5bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),350000000.0,enterprise,500.0,5.0,6.0,Unfurnished
4bdrm Duplex in Jahi By Gilmore for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),350000000.0,enterprise,,4.0,5.0,Unfurnished
Furnished 3bdrm Bungalow in Citec Mbora District for sale,"Abuja (FCT), Mbora",Mbora,Abuja (FCT),200000000.0,enterprise,,3.0,4.0,Furnished
"7bdrm Block of Flats in Amazing Grace, Ado-Odo/Ota for sale","Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,20000000.0,False,400.0,7.0,6.0,Unfurnished
"3bdrm Bungalow in Omachi Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,369.0,3.0,3.0,Semi-Furnished
4bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,220000000.0,enterprise,280.0,4.0,4.0,Semi-Furnished
"3bdrm Bungalow in Akar Rd Off Iwofe, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,60000000.0,enterprise,460.0,3.0,4.0,Semi-Furnished
"3bdrm Bungalow in Tocki Hotel Rd Off, Port-Harcourt for Sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,1840.0,3.0,3.0,Semi-Furnished
"5bdrm Duplex in Opposite Dominion, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,980.0,5.0,5.0,Semi-Furnished
"6bdrm Duplex in Nkpolu Rumuigbo, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,540.0,6.0,6.0,Semi-Furnished
6bdrm Duplex in In An Estate At for sale,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),130000000.0,enterprise,450.0,6.0,7.0,Unfurnished
"4bdrm Duplex in Summit Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),195000000.0,enterprise,500.0,4.0,5.0,Unfurnished
5bdrm Duplex in Lokogoma for sale,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),650000000.0,enterprise,550.0,5.0,6.0,Unfurnished
5bdrm Duplex in Guzape for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),550000000.0,enterprise,500.0,5.0,5.0,Semi-Furnished
9bdrm Mansion in Asokoro Main Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),4000000000.0,enterprise,2300.0,9.0,5.0,Semi-Furnished
"Furnished 4bdrm Duplex in Guzape/Asokoro, for sale","Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),850000000.0,enterprise,650.0,4.0,5.0,Furnished
"4bdrm Duplex in Shell Co Operative, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,220000000.0,enterprise,469.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in Lekki Garden Eliozu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,298.0,4.0,4.0,Semi-Furnished
"Furnished 4bdrm Duplex in Mandala Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,165000000.0,enterprise,465.0,4.0,4.0,Furnished
5bdrm Duplex in Rainbow Estate Trans for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,260000000.0,enterprise,650.0,5.0,5.0,Semi-Furnished
"4bdrm Duplex in Akwaka Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,175000000.0,enterprise,231.0,4.0,4.0,Semi-Furnished
"4bdrm Bungalow in Chike Street Off Nta, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,460.0,4.0,4.0,Semi-Furnished
"2bdrm Block of Flats in Sars Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,80000000.0,enterprise,869.0,2.0,2.0,Semi-Furnished
"2bdrm Block of Flats in Rumuduru, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,85000000.0,enterprise,460.0,2.0,3.0,Semi-Furnished
"5bdrm Duplex in Minister Hill Axis, Maitama for sale","Abuja (FCT), Maitama",Maitama,Abuja (FCT),2000000000.0,enterprise,550.0,5.0,6.0,Unfurnished
4bdrm Duplex in Guzape for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),400000000.0,enterprise,,4.0,5.0,Semi-Furnished
5bdrm Duplex in Life Camp By Godab for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,400000000.0,enterprise,750.0,5.0,6.0,Semi-Furnished
Furnished 5bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),2500000000.0,enterprise,1832.0,5.0,6.0,Furnished
5bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),620000000.0,enterprise,2000.0,5.0,6.0,Semi-Furnished
10bdrm Mansion in Asokoro Main for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),4700000000.0,enterprise,1800.0,10.0,5.0,Semi-Furnished
3bdrm Duplex in Jahi By Gilmore for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),450000000.0,enterprise,2000.0,3.0,4.0,Semi-Furnished
Furnished 3bdrm Bungalow in Bwari for sale,"Abuja (FCT), Bwari",Bwari,Abuja (FCT),20000000.0,premium,700.0,3.0,4.0,Furnished
"3bdrm Bungalow in Royal Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,65000000.0,enterprise,468.0,3.0,3.0,Unfurnished
"3bdrm Bungalow in Rukpokwu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,50000000.0,enterprise,421.0,3.0,3.0,Semi-Furnished
"Furnished 5bdrm Duplex in Peter Odili, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,568.0,5.0,5.0,Furnished
"2bdrm Block of Flats in Egbelu Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,569.0,2.0,2.0,Semi-Furnished
"Furnished 4bdrm Duplex in Nkpolu Runuigbo Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,5000.0,4.0,5.0,Furnished
"Furnished 1bdrm Block of Flats in Chinda Street Off, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,420.0,1.0,2.0,Furnished
"1bdrm Block of Flats in Rukpokwu Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,38000000.0,enterprise,469.0,1.0,1.0,Semi-Furnished
"Furnished 3bdrm Block of Flats in Hosenna Estate, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,80000000.0,enterprise,465.0,3.0,4.0,Furnished
"4bdrm Duplex in Rukpokwu Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,200000000.0,enterprise,490.0,4.0,5.0,Semi-Furnished
"5bdrm Duplex in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),320000000.0,enterprise,600.0,5.0,6.0,Unfurnished
"3bdrm Apartment in Dma Estate, Lokogoma for sale","Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),140000000.0,enterprise,800.0,3.0,4.0,Unfurnished
Furnished 2bdrm Bungalow in Ushafa for sale,"Bwari, Ushafa",Ushafa,Bwari,14000000.0,premium,450.0,2.0,3.0,Furnished
2bdrm Duplex in Kubwa Abuja for sale,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),85000000.0,enterprise,700.0,2.0,3.0,Semi-Furnished
Furnished 4bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),350000000.0,enterprise,1800.0,4.0,5.0,Furnished
5bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),400000000.0,enterprise,2000.0,5.0,6.0,Semi-Furnished
7bdrm Duplex in Asokoro Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),2000000000.0,enterprise,,7.0,5.0,Unfurnished
"6bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),350000000.0,enterprise,800.0,6.0,5.0,Semi-Furnished
